,Open,High,Low,Close,Adj Close,Volume
2021-09-14 09:30:00-04:00,105.68000030517578,106.3125,104.41999816894531,106.19989776611328,106.19989776611328,0
2021-09-14 10:30:00-04:00,106.19989776611328,106.20999908447266,105.17009735107422,106.01499938964844,106.01499938964844,7072535
2021-09-14 11:30:00-04:00,106.06500244140625,106.81999969482422,106.04000091552734,106.30989837646484,106.30989837646484,5921494
2021-09-14 12:30:00-04:00,106.30000305175781,106.55000305175781,105.77999877929688,106.41999816894531,106.41999816894531,5309093
2021-09-14 13:30:00-04:00,106.4198989868164,106.7699966430664,106.12000274658203,106.19000244140625,106.19000244140625,3710304
2021-09-14 14:30:00-04:00,106.18000030517578,106.19999694824219,105.43000030517578,105.57980346679688,105.57980346679688,4105384
2021-09-14 15:30:00-04:00,105.56500244140625,105.75990295410156,105.33999633789062,105.70999908447266,105.70999908447266,2616659
2021-09-15 09:30:00-04:00,106.0,106.31999969482422,104.38999938964844,104.72000122070312,104.72000122070312,11070326
2021-09-15 10:30:00-04:00,104.70999908447266,105.18000030517578,104.18000030517578,104.94989776611328,104.94989776611328,6190847
2021-09-15 11:30:00-04:00,104.94000244140625,104.9999008178711,104.02999877929688,104.48999786376953,104.48999786376953,4706227
2021-09-15 12:30:00-04:00,104.49500274658203,104.91000366210938,104.4800033569336,104.7300033569336,104.7300033569336,3182976
2021-09-15 13:30:00-04:00,104.73999786376953,105.41999816894531,104.5250015258789,105.15499877929688,105.15499877929688,5376982
2021-09-15 14:30:00-04:00,105.15499877929688,105.52999877929688,104.95500183105469,105.41410064697266,105.41410064697266,3252362
2021-09-15 15:30:00-04:00,105.41999816894531,105.62000274658203,105.27999877929688,105.5999984741211,105.5999984741211,3088848
2021-09-16 09:30:00-04:00,104.68000030517578,104.87000274658203,103.76000213623047,104.51000213623047,104.51000213623047,9008119
2021-09-16 10:30:00-04:00,104.51000213623047,104.87899780273438,104.0999984741211,104.3584976196289,104.3584976196289,4560759
2021-09-16 11:30:00-04:00,104.3550033569336,104.54000091552734,104.13500213623047,104.27999877929688,104.27999877929688,3496237
2021-09-16 12:30:00-04:00,104.28500366210938,104.73999786376953,104.2750015258789,104.66500091552734,104.66500091552734,2580554
2021-09-16 13:30:00-04:00,104.66000366210938,106.47000122070312,104.56500244140625,106.18990325927734,106.18990325927734,8837603
2021-09-16 14:30:00-04:00,106.19000244140625,106.75,106.0999984741211,106.30999755859375,106.30999755859375,5470526
2021-09-16 15:30:00-04:00,106.31500244140625,106.59500122070312,106.0999984741211,106.22000122070312,106.22000122070312,3306682
2021-09-17 09:30:00-04:00,105.7699966430664,105.9800033569336,104.80000305175781,105.18000030517578,105.18000030517578,11062830
2021-09-17 10:30:00-04:00,105.18499755859375,105.18499755859375,104.33499908447266,104.37000274658203,104.37000274658203,6150993
2021-09-17 11:30:00-04:00,104.36000061035156,104.55000305175781,103.9800033569336,104.40499877929688,104.40499877929688,5349459
2021-09-17 12:30:00-04:00,104.4030990600586,104.75499725341797,104.36000061035156,104.46499633789062,104.46499633789062,2975839
2021-09-17 13:30:00-04:00,104.46499633789062,104.62000274658203,103.94999694824219,104.05999755859375,104.05999755859375,3849054
2021-09-17 14:30:00-04:00,104.05999755859375,104.3499984741211,103.94999694824219,104.04000091552734,104.04000091552734,4601931
2021-09-17 15:30:00-04:00,104.04499816894531,104.31999969482422,103.70999908447266,103.87000274658203,103.87000274658203,4070768
2021-09-20 09:30:00-04:00,100.75,102.51000213623047,100.69999694824219,101.29000091552734,101.29000091552734,12306857
2021-09-20 10:30:00-04:00,101.27999877929688,101.87000274658203,100.9000015258789,101.85870361328125,101.85870361328125,5768113
2021-09-20 11:30:00-04:00,101.86000061035156,101.88999938964844,100.4800033569336,100.79299926757812,100.79299926757812,4946868
2021-09-20 12:30:00-04:00,100.79499816894531,100.88999938964844,100.20999908447266,100.7699966430664,100.7699966430664,4682378
2021-09-20 13:30:00-04:00,100.76000213623047,100.84500122070312,99.58000183105469,99.6500015258789,99.6500015258789,4776849
2021-09-20 14:30:00-04:00,99.6500015258789,100.5,99.51000213623047,100.45999908447266,100.45999908447266,6616988
2021-09-20 15:30:00-04:00,100.45500183105469,101.5999984741211,100.33999633789062,101.55999755859375,101.55999755859375,4321789
2021-09-21 09:30:00-04:00,102.1500015258789,102.44000244140625,101.33399963378906,101.98999786376953,101.98999786376953,9645825
2021-09-21 10:30:00-04:00,102.0,102.37480163574219,101.18000030517578,102.20999908447266,102.20999908447266,6165532
2021-09-21 11:30:00-04:00,102.21990203857422,103.23999786376953,102.21990203857422,102.78800201416016,102.78800201416016,4918002
2021-09-21 12:30:00-04:00,102.77999877929688,102.95999908447266,102.4552001953125,102.58999633789062,102.58999633789062,3783652
2021-09-21 13:30:00-04:00,102.58499908447266,103.05940246582031,102.48410034179688,102.59100341796875,102.59100341796875,3085343
2021-09-21 14:30:00-04:00,102.5999984741211,103.41000366210938,102.58000183105469,103.16000366210938,103.16000366210938,3875513
2021-09-21 15:30:00-04:00,103.1500015258789,103.42990112304688,102.79000091552734,102.80000305175781,102.80000305175781,2750608
2021-09-22 09:30:00-04:00,102.81500244140625,103.94999694824219,102.25,103.83000183105469,103.83000183105469,7627511
2021-09-22 10:30:00-04:00,103.83660125732422,104.18990325927734,103.51000213623047,103.87999725341797,103.87999725341797,4789408
2021-09-22 11:30:00-04:00,103.88200378417969,104.31999969482422,103.86000061035156,104.1718978881836,104.1718978881836,3116432
2021-09-22 12:30:00-04:00,104.18000030517578,104.28500366210938,103.56999969482422,103.82659912109375,103.82659912109375,2913315
2021-09-22 13:30:00-04:00,103.8208999633789,104.55999755859375,103.18000030517578,104.14910125732422,104.14910125732422,4287850
2021-09-22 14:30:00-04:00,104.1500015258789,104.3499984741211,103.11000061035156,104.2750015258789,104.2750015258789,6517866
2021-09-22 15:30:00-04:00,104.2699966430664,104.55979919433594,104.08999633789062,104.38739776611328,104.38739776611328,3441748
2021-09-23 09:30:00-04:00,104.88999938964844,106.18000030517578,104.0,106.16999816894531,106.16999816894531,10305264
2021-09-23 10:30:00-04:00,106.16999816894531,106.37000274658203,105.44000244140625,105.77989959716797,105.77989959716797,5723302
2021-09-23 11:30:00-04:00,105.78500366210938,106.16999816894531,105.62000274658203,105.8499984741211,105.8499984741211,3396964
2021-09-23 12:30:00-04:00,105.8499984741211,106.86000061035156,105.8499984741211,106.8499984741211,106.8499984741211,3116764
2021-09-23 13:30:00-04:00,106.84500122070312,106.8499984741211,106.41000366210938,106.62000274658203,106.62000274658203,2858469
2021-09-23 14:30:00-04:00,106.62999725341797,106.69719696044922,106.02999877929688,106.28500366210938,106.28500366210938,3851385
2021-09-23 15:30:00-04:00,106.27999877929688,106.52310180664062,106.08000183105469,106.1500015258789,106.1500015258789,2423582
2021-09-24 09:30:00-04:00,105.41999816894531,105.9000015258789,104.68000030517578,105.38999938964844,105.38999938964844,9209385
2021-09-24 10:30:00-04:00,105.38999938964844,105.66999816894531,104.76899719238281,104.83000183105469,104.83000183105469,4769815
2021-09-24 11:30:00-04:00,104.81999969482422,105.70999908447266,104.81999969482422,105.66000366210938,105.66000366210938,2708577
2021-09-24 12:30:00-04:00,105.66999816894531,106.04989624023438,105.59339904785156,106.01599884033203,106.01599884033203,2539078
2021-09-24 13:30:00-04:00,106.01069641113281,106.01499938964844,105.5199966430664,105.61000061035156,105.61000061035156,2184907
2021-09-24 14:30:00-04:00,105.61000061035156,105.93000030517578,105.52999877929688,105.75890350341797,105.75890350341797,2386958
2021-09-24 15:30:00-04:00,105.76000213623047,105.92980194091797,105.7300033569336,105.80000305175781,105.80000305175781,1948888
2021-09-27 09:30:00-04:00,105.06500244140625,105.43000030517578,103.44000244140625,105.25,105.25,10950893
2021-09-27 10:30:00-04:00,105.24500274658203,107.91999816894531,105.12999725341797,107.1698989868164,107.1698989868164,13282451
2021-09-27 11:30:00-04:00,107.16000366210938,107.47000122070312,106.61000061035156,107.25,107.25,7698659
2021-09-27 12:30:00-04:00,107.2300033569336,107.68000030517578,106.70999908447266,107.4000015258789,107.4000015258789,5528311
2021-09-27 13:30:00-04:00,107.4000015258789,107.94000244140625,107.27999877929688,107.79869842529297,107.79869842529297,4097491
2021-09-27 14:30:00-04:00,107.77999877929688,108.27999877929688,107.45999908447266,108.1500015258789,108.1500015258789,5006415
2021-09-27 15:30:00-04:00,108.13999938964844,108.44000244140625,108.0199966430664,108.13999938964844,108.13999938964844,4237983
2021-09-28 09:30:00-04:00,107.0,107.6500015258789,103.94319915771484,104.24500274658203,104.24500274658203,18620378
2021-09-28 10:30:00-04:00,104.25,104.43000030517578,102.7699966430664,102.88990020751953,102.88990020751953,12334617
2021-09-28 11:30:00-04:00,102.88999938964844,103.41999816894531,102.44000244140625,103.17220306396484,103.17220306396484,9425043
2021-09-28 12:30:00-04:00,103.16999816894531,103.19989776611328,102.20999908447266,102.69499969482422,102.69499969482422,7967234
2021-09-28 13:30:00-04:00,102.69499969482422,102.86000061035156,102.05000305175781,102.58000183105469,102.58000183105469,7280655
2021-09-28 14:30:00-04:00,102.56999969482422,102.98999786376953,102.26100158691406,102.30000305175781,102.30000305175781,8940718
2021-09-28 15:30:00-04:00,102.30000305175781,102.36990356445312,101.41999816894531,101.5199966430664,101.5199966430664,7289568
2021-09-29 09:30:00-04:00,102.29499816894531,102.66000366210938,100.61000061035156,101.97640228271484,101.97640228271484,15792625
2021-09-29 10:30:00-04:00,101.97000122070312,102.5,100.94999694824219,100.98999786376953,100.98999786376953,8184927
2021-09-29 11:30:00-04:00,101.0,101.07990264892578,99.80999755859375,99.9800033569336,99.9800033569336,8205181
2021-09-29 12:30:00-04:00,99.95999908447266,100.94000244140625,99.87999725341797,100.57499694824219,100.57499694824219,5479163
2021-09-29 13:30:00-04:00,100.56999969482422,101.27999877929688,100.08999633789062,100.91999816894531,100.91999816894531,5680443
2021-09-29 14:30:00-04:00,100.93000030517578,101.44999694824219,100.83000183105469,100.83999633789062,100.83999633789062,3989861
2021-09-29 15:30:00-04:00,100.83000183105469,100.92530059814453,100.0999984741211,100.33999633789062,100.33999633789062,3377153
2021-09-30 09:30:00-04:00,102.08000183105469,104.44000244140625,101.98999786376953,103.18499755859375,103.18499755859375,19398045
2021-09-30 10:30:00-04:00,103.16999816894531,104.12999725341797,102.77999877929688,103.9854965209961,103.9854965209961,9362633
2021-09-30 11:30:00-04:00,103.99500274658203,104.19999694824219,102.69999694824219,103.29000091552734,103.29000091552734,7226596
2021-09-30 12:30:00-04:00,103.2699966430664,103.79499816894531,103.11930084228516,103.30049896240234,103.30049896240234,4332383
2021-09-30 13:30:00-04:00,103.30899810791016,104.37000274658203,103.12000274658203,104.36219787597656,104.36219787597656,6185488
2021-09-30 14:30:00-04:00,104.36000061035156,104.36000061035156,103.66500091552734,103.66999816894531,103.66999816894531,4542314
2021-09-30 15:30:00-04:00,103.67120361328125,103.87239837646484,102.80999755859375,102.88999938964844,102.88999938964844,4762198
2021-10-01 09:30:00-04:00,102.5999984741211,103.0,100.83999633789062,100.88999938964844,100.88999938964844,11481906
2021-10-01 10:30:00-04:00,100.87999725341797,101.66999816894531,100.63999938964844,101.58000183105469,101.58000183105469,6410472
2021-10-01 11:30:00-04:00,101.56120300292969,102.16999816894531,101.39420318603516,101.6698989868164,101.6698989868164,4834267
2021-10-01 12:30:00-04:00,101.66999816894531,101.89179992675781,101.27410125732422,101.75,101.75,3614011
2021-10-01 13:30:00-04:00,101.76000213623047,102.25,101.70999908447266,102.0199966430664,102.0199966430664,3444742
2021-10-01 14:30:00-04:00,102.02110290527344,102.7300033569336,101.93000030517578,102.3949966430664,102.3949966430664,4406770
2021-10-01 15:30:00-04:00,102.39869689941406,102.69000244140625,102.31999969482422,102.41999816894531,102.41999816894531,3306129
2021-10-04 09:30:00-04:00,101.61000061035156,101.77999877929688,99.81999969482422,100.7699966430664,100.7699966430664,11370691
2021-10-04 10:30:00-04:00,100.77999877929688,101.01000213623047,100.11000061035156,100.7300033569336,100.7300033569336,7570318
2021-10-04 11:30:00-04:00,100.71080017089844,100.83999633789062,100.11000061035156,100.47000122070312,100.47000122070312,4369159
2021-10-04 12:30:00-04:00,100.46099853515625,100.5,99.94999694824219,100.04499816894531,100.04499816894531,4198723
2021-10-04 13:30:00-04:00,100.06999969482422,100.43000030517578,99.93000030517578,100.05500030517578,100.05500030517578,3878366
2021-10-04 14:30:00-04:00,100.05000305175781,100.65499877929688,99.83999633789062,99.94010162353516,99.94010162353516,4798543
2021-10-04 15:30:00-04:00,99.94000244140625,100.44000244140625,99.83070373535156,100.3499984741211,100.3499984741211,4031685
2021-10-05 09:30:00-04:00,101.25,101.50440216064453,100.61009979248047,101.41000366210938,101.41000366210938,9594759
2021-10-05 10:30:00-04:00,101.41999816894531,102.29499816894531,101.4000015258789,101.88999938964844,101.88999938964844,5598271
