,Open,High,Low,Close,Adj Close,Volume
2021-06-14 09:30:00-04:00,179.05999755859375,179.12249755859375,176.7000274658203,177.85874938964844,177.85874938964844,0
2021-06-14 10:30:00-04:00,177.91537475585938,178.8625030517578,177.7575225830078,178.8524932861328,178.8524932861328,770985
2021-06-14 11:30:00-04:00,178.82749938964844,179.92999267578125,178.1649932861328,179.41749572753906,179.41749572753906,1008914
2021-06-14 12:30:00-04:00,179.4324951171875,180.34750366210938,179.18124389648438,180.0574951171875,180.0574951171875,778762
2021-06-14 13:30:00-04:00,180.0574951171875,180.39500427246094,179.35499572753906,179.47125244140625,179.47125244140625,621612
2021-06-14 14:30:00-04:00,179.46749877929688,179.9550018310547,179.41502380371094,179.69125366210938,179.69125366210938,607894
2021-06-14 15:30:00-04:00,179.69000244140625,180.20249938964844,179.5399932861328,180.1824951171875,180.1824951171875,942032
2021-06-15 09:30:00-04:00,179.14999389648438,180.16250610351562,178.0,178.80499267578125,178.80499267578125,1640296
2021-06-15 10:30:00-04:00,178.90750122070312,179.45997619628906,178.37750244140625,178.4199981689453,178.4199981689453,737124
2021-06-15 11:30:00-04:00,178.375,179.34249877929688,178.02749633789062,179.28082275390625,179.28082275390625,489909
2021-06-15 12:30:00-04:00,179.3090057373047,179.72000122070312,178.807373046875,178.86749267578125,178.86749267578125,515804
2021-06-15 13:30:00-04:00,178.8612518310547,179.4949951171875,178.37750244140625,178.72125244140625,178.72125244140625,436371
2021-06-15 14:30:00-04:00,178.7100067138672,178.7100067138672,178.02000427246094,178.16909790039062,178.16909790039062,558149
2021-06-15 15:30:00-04:00,178.17250061035156,178.21499633789062,177.2794952392578,177.88499450683594,177.88499450683594,1006566
2021-06-16 09:30:00-04:00,178.4425048828125,179.54676818847656,177.9397430419922,178.6245574951172,178.6245574951172,1985760
2021-06-16 10:30:00-04:00,178.63250732421875,178.7762451171875,177.6658935546875,178.54249572753906,178.54249572753906,853633
2021-06-16 11:30:00-04:00,178.5050048828125,178.66822814941406,177.35000610351562,177.6875,177.6875,561819
2021-06-16 12:30:00-04:00,177.6374969482422,178.34750366210938,177.6374969482422,178.02999877929688,178.02999877929688,413030
2021-06-16 13:30:00-04:00,178.02374267578125,178.66329956054688,175.84425354003906,177.25375366210938,177.25375366210938,1173281
2021-06-16 14:30:00-04:00,177.25,178.79974365234375,176.17999267578125,178.3699951171875,178.3699951171875,1320038
2021-06-16 15:30:00-04:00,178.36874389648438,179.30999755859375,177.8249969482422,178.0449981689453,178.0449981689453,883466
2021-06-17 09:30:00-04:00,177.7456817626953,185.84249877929688,177.56253051757812,185.61500549316406,185.61500549316406,5220805
2021-06-17 10:30:00-04:00,185.6475067138672,187.4624786376953,185.25,187.30001831054688,187.30001831054688,4900422
2021-06-17 11:30:00-04:00,187.33749389648438,188.35000610351562,185.7324981689453,186.05250549316406,186.05250549316406,3169237
2021-06-17 12:30:00-04:00,186.05250549316406,187.81997680664062,185.3975067138672,187.72500610351562,187.72500610351562,2189711
