,Open,High,Low,Close,Adj Close,Volume
2021-11-15 09:30:00-05:00,1017.6300048828125,1023.5599975585938,982.030029296875,983.02001953125,983.02001953125,0
2021-11-15 10:30:00-05:00,983.1387939453125,994.8499755859375,978.5999755859375,989.6099853515625,989.6099853515625,5298533
2021-11-15 11:30:00-05:00,989.6599731445312,998.613525390625,985.0,988.64501953125,988.64501953125,3174773
2021-11-15 12:30:00-05:00,988.6500244140625,993.5,986.5,988.833984375,988.833984375,1903935
2021-11-15 13:30:00-05:00,989.0,990.0,983.3800048828125,985.40478515625,985.40478515625,1941597
2021-11-15 14:30:00-05:00,985.4899291992188,1031.97998046875,984.5410766601562,1018.0900268554688,1018.0900268554688,8299519
2021-11-15 15:30:00-05:00,1017.969970703125,1018.919921875,1003.5001220703125,1013.6900024414062,1013.6900024414062,3105646
2021-11-16 09:30:00-05:00,1003.3099975585938,1057.199951171875,1002.1799926757812,1046.31005859375,1046.31005859375,11000886
2021-11-16 10:30:00-05:00,1046.425048828125,1055.3399658203125,1040.1099853515625,1045.2259521484375,1045.2259521484375,3259333
2021-11-16 11:30:00-05:00,1045.303955078125,1047.3699951171875,1035.9200439453125,1043.5450439453125,1043.5450439453125,2176392
2021-11-16 12:30:00-05:00,1043.8499755859375,1054.5198974609375,1038.0699462890625,1048.0799560546875,1048.0799560546875,2438797
2021-11-16 13:30:00-05:00,1047.6429443359375,1053.2498779296875,1044.1800537109375,1044.8900146484375,1044.8900146484375,1773200
2021-11-16 14:30:00-05:00,1045.0499267578125,1048.679931640625,1038.0,1043.2530517578125,1043.2530517578125,2186827
2021-11-16 15:30:00-05:00,1043.030029296875,1057.0,1043.010009765625,1054.5400390625,1054.5400390625,2348845
2021-11-17 09:30:00-05:00,1063.510009765625,1095.6099853515625,1055.5,1092.6624755859375,1092.6624755859375,8748118
2021-11-17 10:30:00-05:00,1092.518798828125,1119.6400146484375,1089.1099853515625,1099.3299560546875,1099.3299560546875,7445645
2021-11-17 11:30:00-05:00,1099.6800537109375,1102.9798583984375,1083.550048828125,1086.0,1086.0,3139919
2021-11-17 12:30:00-05:00,1085.8900146484375,1091.469970703125,1072.219970703125,1086.7197265625,1086.7197265625,3382848
2021-11-17 13:30:00-05:00,1086.3299560546875,1101.469970703125,1082.1199951171875,1098.469970703125,1098.469970703125,2998146
2021-11-17 14:30:00-05:00,1098.51953125,1102.989990234375,1084.0001220703125,1088.260009765625,1088.260009765625,3095006
2021-11-17 15:30:00-05:00,1088.433837890625,1097.56005859375,1088.433837890625,1089.4000244140625,1089.4000244140625,1592919
2021-11-18 09:30:00-05:00,1106.550048828125,1111.9649658203125,1085.9599609375,1093.300048828125,1093.300048828125,6350406
2021-11-18 10:30:00-05:00,1093.9200439453125,1105.4100341796875,1093.260009765625,1098.43994140625,1098.43994140625,2290966
2021-11-18 11:30:00-05:00,1098.4200439453125,1108.989990234375,1090.090087890625,1094.5400390625,1094.5400390625,2516966
2021-11-18 12:30:00-05:00,1094.3428955078125,1099.2099609375,1078.4749755859375,1083.6910400390625,1083.6910400390625,3095725
2021-11-18 13:30:00-05:00,1083.3399658203125,1085.3922119140625,1075.02001953125,1081.0,1081.0,1677286
