,MACD,Single Line
2021-09-14 09:30:00-04:00,0.0,0.0
2021-09-14 10:30:00-04:00,-0.024911733774047207,-0.004982346754809442
2021-09-14 11:30:00-04:00,-0.016441530808322113,-0.007274183565511977
2021-09-14 12:30:00-04:00,-0.08779547860996217,-0.02337844257440202
2021-09-14 13:30:00-04:00,-0.21449343539791244,-0.06160144113910411
2021-09-14 14:30:00-04:00,-0.355267853689611,-0.1203347236492055
2021-09-14 15:30:00-04:00,-0.40320016778730405,-0.17690781247682522
2021-09-15 09:30:00-04:00,-0.4178106466720237,-0.22508837931586495
2021-09-15 10:30:00-04:00,-0.35429640846081156,-0.25092998514485426
2021-09-15 11:30:00-04:00,-0.2486456100462533,-0.25047311012513407
2021-09-15 12:30:00-04:00,-0.04657064495688701,-0.20969261709148468
2021-09-15 13:30:00-04:00,0.10669628638572703,-0.14641483639604233
2021-09-15 14:30:00-04:00,0.27336174244055655,-0.062459520628722565
2021-09-15 15:30:00-04:00,0.3953035235347784,0.02909308820397763
2021-09-16 09:30:00-04:00,0.2817239276361079,0.07961925609040368
2021-09-16 10:30:00-04:00,0.16041780892214774,0.0957789666567525
2021-09-16 11:30:00-04:00,0.12257253599881324,0.10113768052516467
2021-09-16 12:30:00-04:00,0.11692346703665635,0.10429483782746302
2021-09-16 13:30:00-04:00,0.17989694309630977,0.11941525888123236
2021-09-16 14:30:00-04:00,0.27385101399721634,0.15030240990442917
2021-09-16 15:30:00-04:00,0.32160560916156555,0.18456304975585647
2021-09-17 09:30:00-04:00,0.040256902406156314,0.15570182028591645
2021-09-17 10:30:00-04:00,-0.24923701868584658,0.07471405249156385
2021-09-17 11:30:00-04:00,-0.4544604827588046,-0.03112085455850984
2021-09-17 12:30:00-04:00,-0.6510725129670618,-0.15511118624022024
2021-09-17 13:30:00-04:00,-0.8528169142689421,-0.2946523318459646
2021-09-17 14:30:00-04:00,-0.9912201937543159,-0.4339659042276349
2021-09-17 15:30:00-04:00,-1.0943096524144948,-0.566034653865007
2021-09-20 09:30:00-04:00,-1.6879078796403633,-0.7904092990200783
2021-09-20 10:30:00-04:00,-2.1324082193833647,-1.0588090830927357
2021-09-20 11:30:00-04:00,-2.644362976453067,-1.3759198617648019
2021-09-20 12:30:00-04:00,-3.058010295049712,-1.712337948421784
2021-09-20 13:30:00-04:00,-3.492826416812022,-2.068435642099832
2021-09-20 14:30:00-04:00,-3.7326583503640336,-2.4012801837526725
2021-09-20 15:30:00-04:00,-3.6251521846242554,-2.6460545839269893
2021-09-21 09:30:00-04:00,-3.3983017666762976,-2.796504020476851
2021-09-21 10:30:00-04:00,-3.246458061941894,-2.8864948287698597
2021-09-21 11:30:00-04:00,-2.9692331006846757,-2.903042483152823
2021-09-21 12:30:00-04:00,-2.8510251405305667,-2.8926390146283723
2021-09-21 13:30:00-04:00,-2.783756996068803,-2.8708626109164586
2021-09-21 14:30:00-04:00,-2.5357985176802913,-2.8038497922692254
2021-09-21 15:30:00-04:00,-2.4745682903092643,-2.7379934918772335
2021-09-22 09:30:00-04:00,-2.1020426972915516,-2.6108033329600975
2021-09-22 10:30:00-04:00,-1.7275503181463137,-2.434152729997341
2021-09-22 11:30:00-04:00,-1.3610504459329036,-2.2195322731844533
2021-09-22 12:30:00-04:00,-1.0990782302716298,-1.9954414646018888
2021-09-22 13:30:00-04:00,-0.7875730153683094,-1.753867774755173
2021-09-22 14:30:00-04:00,-0.5724332567887132,-1.5175808711618812
2021-09-22 15:30:00-04:00,-0.4890904148086861,-1.3118827798912422
2021-09-23 09:30:00-04:00,0.01574067226573561,-1.0463580894598465
2021-09-23 10:30:00-04:00,0.4174649180772576,-0.7535934879524258
2021-09-23 11:30:00-04:00,0.7553694161521776,-0.45180090713150517
2021-09-23 12:30:00-04:00,1.0673499420194617,-0.1479707373013118
2021-09-23 13:30:00-04:00,1.2900360334371612,0.13963061684638284
2021-09-23 14:30:00-04:00,1.4059278234964268,0.3928900581763916
2021-09-23 15:30:00-04:00,1.4320444648884063,0.6007209395187947
2021-09-24 09:30:00-04:00,1.4337935609080432,0.7673354637966444
2021-09-24 10:30:00-04:00,1.3550052830347568,0.884869427644267
2021-09-24 11:30:00-04:00,1.3635908791873703,0.9806137179528878
2021-09-24 12:30:00-04:00,1.3639509988104805,1.0572811741244064
2021-09-24 13:30:00-04:00,1.323164327343818,1.1104578047682887
2021-09-24 14:30:00-04:00,1.3483237970235677,1.1580310032193446
2021-09-24 15:30:00-04:00,1.340305543899774,1.1944859113554305
2021-09-27 09:30:00-04:00,1.310771604631725,1.2177430500106894
2021-09-27 10:30:00-04:00,1.2120673506295816,1.216607910134468
2021-09-27 11:30:00-04:00,1.1217207243742564,1.1976304729824256
2021-09-27 12:30:00-04:00,1.0397477536195652,1.1660539291098535
2021-09-27 13:30:00-04:00,1.0091383052707101,1.1346708043420248
2021-09-27 14:30:00-04:00,0.9409568506281971,1.0959280135992593
2021-09-27 15:30:00-04:00,0.8313445073024468,1.043011312339897
2021-09-28 09:30:00-04:00,0.19114964557246594,0.8726389789864109
2021-09-28 10:30:00-04:00,-0.4099279035378345,0.6161256024815618
2021-09-28 11:30:00-04:00,-0.8753875643745346,0.3178229691103425
2021-09-28 12:30:00-04:00,-1.2261003799570744,0.009038299296859148
2021-09-28 13:30:00-04:00,-1.4476155589983932,-0.28229247236219135
2021-09-28 14:30:00-04:00,-1.635979764194417,-0.5530299307286365
2021-09-28 15:30:00-04:00,-1.8486770578338678,-0.8121593561496828
2021-09-29 09:30:00-04:00,-1.7924294273472583,-1.008213370389198
