,MACD,Single Line
2021-06-14 09:30:00-04:00,0.0,0.0
2021-06-14 10:30:00-04:00,0.029459896250671136,0.005891979250134228
2021-06-14 11:30:00-04:00,0.06338124067715967,0.017389831535539316
2021-06-14 12:30:00-04:00,0.10917851918023302,0.035747569064478055
2021-06-14 13:30:00-04:00,0.1142915776067781,0.05145637077293807
2021-06-14 14:30:00-04:00,0.12419860649477243,0.06600481791730495
2021-06-14 15:30:00-04:00,0.16562924090608533,0.08592970251506103
2021-06-15 09:30:00-04:00,0.14435756533482902,0.09761527507901464
2021-06-15 10:30:00-04:00,0.0925345827891988,0.09659913662105148
2021-06-15 11:30:00-04:00,0.08637655693129886,0.09455462068310096
2021-06-15 12:30:00-04:00,0.0793710120629072,0.09151789895906222
2021-06-15 13:30:00-04:00,0.06260706446801123,0.08573573206085203
2021-06-15 14:30:00-04:00,0.020440699175793497,0.07267672548384033
2021-06-15 15:30:00-04:00,-0.009238971825894282,0.0562935860218934
2021-06-16 09:30:00-04:00,0.017470561968522702,0.04852898121121927
2021-06-16 10:30:00-04:00,-0.008468853472052729,0.03712941427456487
2021-06-16 11:30:00-04:00,-0.052627113533276315,0.019178108712996633
2021-06-16 12:30:00-04:00,-0.08104028050655643,-0.0008655691309139811
2021-06-16 13:30:00-04:00,-0.1582179851971688,-0.032336052344164944
2021-06-16 14:30:00-04:00,-0.17579922149056415,-0.061028686173444785
2021-06-16 15:30:00-04:00,-0.1871716431401893,-0.08625727756679369
2021-06-17 09:30:00-04:00,0.04656412189989112,-0.05969299767345673
2021-06-17 10:30:00-04:00,0.284601359374264,0.009165873736087411
2021-06-17 11:30:00-04:00,0.43195725771377624,0.09372415053162518
2021-06-17 12:30:00-04:00,0.6580423418896117,0.2065877888032225
2021-06-17 13:30:00-04:00,0.8684707795329842,0.33896438694917486
2021-06-17 14:30:00-04:00,0.9883472637894926,0.4688409623172384
2021-06-17 15:30:00-04:00,1.0446721337874578,0.5840071966112823
2021-06-18 09:30:00-04:00,1.1167025215229387,0.6905462615936135
2021-06-18 10:30:00-04:00,1.1078404948028293,0.7740051082354567
2021-06-18 11:30:00-04:00,1.1580729183719427,0.8508186702627539
2021-06-18 12:30:00-04:00,1.1467384187375558,0.9100026199577144
2021-06-18 13:30:00-04:00,1.1212002711453124,0.952242150195234
2021-06-18 14:30:00-04:00,1.0644826725080918,0.9746902546578056
2021-06-18 15:30:00-04:00,1.0230718407249242,0.9843665718712293
2021-06-21 09:30:00-04:00,0.7891111877363954,0.9453154950442626
2021-06-21 10:30:00-04:00,0.6215451117188309,0.8805614183791763
2021-06-21 11:30:00-04:00,0.5202723474233295,0.808503604188007
2021-06-21 12:30:00-04:00,0.4006965408253649,0.7269421915154787
2021-06-21 13:30:00-04:00,0.2912767986289566,0.6398091129381743
2021-06-21 14:30:00-04:00,0.19624702412950512,0.5510966951764404
2021-06-21 15:30:00-04:00,0.13551123628595008,0.4679796033983424
2021-06-22 09:30:00-04:00,0.12906028453933516,0.400195739626541
2021-06-22 10:30:00-04:00,0.14687376823181353,0.3495313453475955
2021-06-22 11:30:00-04:00,0.2054164665578071,0.32070836958963783
2021-06-22 12:30:00-04:00,0.2114493497308132,0.2988565656178729
2021-06-22 13:30:00-04:00,0.18185733477082522,0.2754567194484634
2021-06-22 14:30:00-04:00,0.20366610295005216,0.26109859614878117
2021-06-22 15:30:00-04:00,0.20646582976736738,0.25017204287249845
2021-06-23 09:30:00-04:00,0.2525658927376355,0.25065081284552587
2021-06-23 10:30:00-04:00,0.2666687151306064,0.253854393302542
2021-06-23 11:30:00-04:00,0.29534015813021597,0.2621515462680768
2021-06-23 12:30:00-04:00,0.2961697217124595,0.26895518135695334
2021-06-23 13:30:00-04:00,0.28985491364350935,0.2731351278142646
2021-06-23 14:30:00-04:00,0.2955645819503161,0.2776210186414749
2021-06-23 15:30:00-04:00,0.2751309090946421,0.2771229967321084
2021-06-24 09:30:00-04:00,0.45701220811805854,0.3131008390092984
2021-06-24 10:30:00-04:00,0.61624112869805,0.37372889694704875
2021-06-24 11:30:00-04:00,0.7343690823744282,0.4458569340325247
2021-06-24 12:30:00-04:00,0.7811373483885689,0.5129130169037335
2021-06-24 13:30:00-04:00,0.8036121939207987,0.5710528523071465
2021-06-24 14:30:00-04:00,0.8224334772952346,0.6213289773047641
2021-06-24 15:30:00-04:00,0.8194306995876843,0.6609493217613482
2021-06-25 09:30:00-04:00,0.756685772014805,0.6800966118120396
2021-06-25 10:30:00-04:00,0.7108693747327948,0.6862511643961907
2021-06-25 11:30:00-04:00,0.6676701526899507,0.6825349620549428
2021-06-25 12:30:00-04:00,0.6357880917461074,0.6731855879931757
2021-06-25 13:30:00-04:00,0.5971825168941791,0.6579849737733764
2021-06-25 14:30:00-04:00,0.5768825488411267,0.6417644887869265
2021-06-25 15:30:00-04:00,0.5344608354224505,0.6203037581140314
2021-06-28 09:30:00-04:00,0.61359531564473,0.6189620696201711
2021-06-28 10:30:00-04:00,0.7012694017316505,0.635423536042467
2021-06-28 11:30:00-04:00,0.7763668094523126,0.6636121907244361
2021-06-28 12:30:00-04:00,0.8008292836126856,0.6910556093020861
2021-06-28 13:30:00-04:00,0.7829486738812363,0.7094342222179162
2021-06-28 14:30:00-04:00,0.7811567096034082,0.7237787196950146
2021-06-28 15:30:00-04:00,0.7540986145035617,0.729842698656724
2021-06-29 09:30:00-04:00,0.9189489966285009,0.7676639582510794
2021-06-29 10:30:00-04:00,1.060766901849604,0.8262845469707844
