,MACD,Single Line
2021-10-12 10:30:00-04:00,4.300864478556377,3.0400676258154045
2021-10-12 11:30:00-04:00,4.975542318590215,3.4271625643703665
2021-10-12 12:30:00-04:00,5.516836050830307,3.845097261662355
2021-10-12 13:30:00-04:00,6.103077800225378,4.29669336937496
2021-10-12 14:30:00-04:00,6.012540495982762,4.639862794696521
2021-10-12 15:30:00-04:00,5.865906101100222,4.885071455977261
2021-10-13 09:30:00-04:00,5.853290090513724,5.078715182884554
2021-10-13 10:30:00-04:00,5.900352209927291,5.243042588293101
2021-10-13 11:30:00-04:00,5.860411499721522,5.366516370578786
2021-10-13 12:30:00-04:00,5.8014211443286285,5.453497325328755
2021-10-13 13:30:00-04:00,5.632221800139405,5.489242220290885
2021-10-13 14:30:00-04:00,5.642314014857789,5.519856579204266
2021-10-13 15:30:00-04:00,5.555607366052527,5.527006736573918
2021-10-14 09:30:00-04:00,5.72191134109346,5.565987657477827
2021-10-14 10:30:00-04:00,5.933782280480841,5.639546582078429
2021-10-14 11:30:00-04:00,6.176543849854852,5.746946035633714
2021-10-14 12:30:00-04:00,6.277204307494571,5.8529976900058855
2021-10-14 13:30:00-04:00,6.368298825467377,5.9560579170981836
2021-10-14 14:30:00-04:00,6.191995668950312,6.00324546746861
2021-10-14 15:30:00-04:00,6.042732171979651,6.011142808370819
2021-10-15 09:30:00-04:00,6.46239215093658,6.101392676883972
2021-10-15 10:30:00-04:00,7.395602765208423,6.360234694548862
2021-10-15 11:30:00-04:00,8.014552028620528,6.691098161363196
2021-10-15 12:30:00-04:00,8.364266453554933,7.0257318198015435
2021-10-15 13:30:00-04:00,8.447222229095132,7.310029901660261
2021-10-15 14:30:00-04:00,8.973557488125607,7.642735418953331
2021-10-15 15:30:00-04:00,9.60913710293039,8.036015755748743
2021-10-18 09:30:00-04:00,11.635422754293245,8.755897155457644
2021-10-18 10:30:00-04:00,12.83818146774081,9.572354017914279
2021-10-18 11:30:00-04:00,14.033070129641374,10.464497240259698
2021-10-18 12:30:00-04:00,15.256046870037835,11.422807166215325
