Datetime,Open,High,Low,Close,Adj Close,Volume
2021-11-15 09:30:00-05:00,468.6400146484375,468.80999755859375,468.1499938964844,468.4599914550781,468.4599914550781,1909813
2021-11-15 09:35:00-05:00,468.44000244140625,468.7300109863281,468.3599853515625,468.6099853515625,468.6099853515625,699531
2021-11-15 09:40:00-05:00,468.6199951171875,468.6940002441406,468.0799865722656,468.1600036621094,468.1600036621094,678106
2021-11-15 09:45:00-05:00,468.1700134277344,468.3599853515625,468.0849914550781,468.1199951171875,468.1199951171875,587336
2021-11-15 09:50:00-05:00,468.1300048828125,468.2300109863281,467.6300048828125,468.2200012207031,468.2200012207031,764008
2021-11-15 09:55:00-05:00,468.2099914550781,468.5799865722656,468.2099914550781,468.54998779296875,468.54998779296875,705187
2021-11-15 10:00:00-05:00,468.55999755859375,468.5799865722656,467.82000732421875,467.95001220703125,467.95001220703125,596003
2021-11-15 10:05:00-05:00,467.92999267578125,468.114990234375,467.8299865722656,467.8399963378906,467.8399963378906,540551
2021-11-15 10:10:00-05:00,467.8500061035156,467.989990234375,467.70001220703125,467.75,467.75,506026
2021-11-15 10:15:00-05:00,467.7699890136719,467.81500244140625,467.5400085449219,467.5899963378906,467.5899963378906,566992
2021-11-15 10:20:00-05:00,467.6099853515625,467.9200134277344,467.56170654296875,467.7099914550781,467.7099914550781,519120
2021-11-15 10:25:00-05:00,467.7099914550781,467.8999938964844,467.6600036621094,467.739990234375,467.739990234375,403648
2021-11-15 10:30:00-05:00,467.7300109863281,467.864990234375,467.5849914550781,467.7699890136719,467.7699890136719,403427
2021-11-15 10:35:00-05:00,467.7650146484375,467.9200134277344,467.625,467.67999267578125,467.67999267578125,356626
2021-11-15 10:40:00-05:00,467.67498779296875,467.7900085449219,467.489990234375,467.7099914550781,467.7099914550781,494843
2021-11-15 10:45:00-05:00,467.70001220703125,467.89898681640625,467.6600036621094,467.8800048828125,467.8800048828125,660389
2021-11-15 10:50:00-05:00,467.8800048828125,468.0400085449219,467.79998779296875,467.9200134277344,467.9200134277344,458778
2021-11-15 10:55:00-05:00,467.94000244140625,467.9800109863281,467.75,467.760009765625,467.760009765625,578782
2021-11-15 11:00:00-05:00,467.760009765625,468.0,467.7099914550781,467.7900085449219,467.7900085449219,422625
2021-11-15 11:05:00-05:00,467.7950134277344,468.0198974609375,467.75,468.0,468.0,273773
2021-11-15 11:10:00-05:00,467.989990234375,468.0150146484375,467.9200134277344,467.9700012207031,467.9700012207031,386142
2021-11-15 11:15:00-05:00,467.9649963378906,468.07000732421875,467.75,467.83990478515625,467.83990478515625,497963
2021-11-15 11:20:00-05:00,467.8399963378906,467.8599853515625,467.75,467.8299865722656,467.8299865722656,486694
2021-11-15 11:25:00-05:00,467.82501220703125,467.8500061035156,467.6700134277344,467.6700134277344,467.6700134277344,394104
2021-11-15 11:30:00-05:00,467.6700134277344,467.8500061035156,467.57000732421875,467.7799987792969,467.7799987792969,589567
2021-11-15 11:35:00-05:00,467.7799987792969,468.0,467.7099914550781,467.7300109863281,467.7300109863281,642096
2021-11-15 11:40:00-05:00,467.7300109863281,467.7799987792969,466.4200134277344,466.489990234375,466.489990234375,1135011
2021-11-15 11:45:00-05:00,466.4800109863281,466.9200134277344,466.239990234375,466.71990966796875,466.71990966796875,1024532
2021-11-15 11:50:00-05:00,466.7200012207031,466.7300109863281,466.2914123535156,466.6199951171875,466.6199951171875,721732
2021-11-15 11:55:00-05:00,466.6400146484375,466.92999267578125,466.6199951171875,466.8992919921875,466.8992919921875,518473
2021-11-15 12:00:00-05:00,466.8800048828125,467.0299987792969,466.75,466.9700012207031,466.9700012207031,318126
2021-11-15 12:05:00-05:00,466.9700012207031,467.0400085449219,466.8699951171875,466.989990234375,466.989990234375,289629
2021-11-15 12:10:00-05:00,466.9849853515625,467.0400085449219,466.7699890136719,466.8900146484375,466.8900146484375,247194
2021-11-15 12:15:00-05:00,466.8800048828125,466.92999267578125,466.6050109863281,466.697998046875,466.697998046875,270140
2021-11-15 12:20:00-05:00,466.70001220703125,466.75,466.2300109863281,466.5799865722656,466.5799865722656,549994
2021-11-15 12:25:00-05:00,466.55999755859375,466.7296142578125,466.4200134277344,466.5899963378906,466.5899963378906,345691
2021-11-15 12:30:00-05:00,466.5899963378906,466.8800048828125,466.57000732421875,466.82000732421875,466.82000732421875,342129
2021-11-15 12:35:00-05:00,466.79998779296875,467.0,466.75,466.989990234375,466.989990234375,278275
2021-11-15 12:40:00-05:00,466.9800109863281,467.260009765625,466.79998779296875,467.1600036621094,467.1600036621094,485780
2021-11-15 12:45:00-05:00,467.1700134277344,467.17999267578125,466.989990234375,467.07000732421875,467.07000732421875,256996
2021-11-15 12:50:00-05:00,467.07000732421875,467.260009765625,467.010009765625,467.1400146484375,467.1400146484375,357112
2021-11-15 12:55:00-05:00,467.1300048828125,467.239990234375,467.1000061035156,467.1929931640625,467.1929931640625,360191
2021-11-15 13:00:00-05:00,467.20001220703125,467.45001220703125,467.0199890136719,467.44000244140625,467.44000244140625,191036
2021-11-15 13:05:00-05:00,467.42999267578125,467.44000244140625,467.239990234375,467.3599853515625,467.3599853515625,274978
2021-11-15 13:10:00-05:00,467.3699951171875,467.4100036621094,467.2550048828125,467.2850036621094,467.2850036621094,210239
2021-11-15 13:15:00-05:00,467.2799987792969,467.54998779296875,467.260009765625,467.32000732421875,467.32000732421875,555743
2021-11-15 13:20:00-05:00,467.30999755859375,467.3999938964844,467.0,467.2699890136719,467.2699890136719,612777
2021-11-15 13:25:00-05:00,467.2699890136719,467.30999755859375,467.0899963378906,467.239990234375,467.239990234375,252896
2021-11-15 13:30:00-05:00,467.25,467.30999755859375,467.1300048828125,467.1300048828125,467.1300048828125,174981
2021-11-15 13:35:00-05:00,467.1600036621094,467.2099914550781,467.07000732421875,467.1400146484375,467.1400146484375,203134
2021-11-15 13:40:00-05:00,467.14898681640625,467.14898681640625,466.9413146972656,467.0899963378906,467.0899963378906,196429
2021-11-15 13:45:00-05:00,467.0899963378906,467.2699890136719,467.07000732421875,467.260009765625,467.260009765625,154171
2021-11-15 13:50:00-05:00,467.25,467.2850036621094,467.1400146484375,467.1400146484375,467.1400146484375,175707
2021-11-15 13:55:00-05:00,467.1499938964844,467.239990234375,467.04998779296875,467.05999755859375,467.05999755859375,189017
2021-11-15 14:00:00-05:00,467.0899963378906,467.1000061035156,466.8599853515625,466.94000244140625,466.94000244140625,418750
2021-11-15 14:05:00-05:00,466.95001220703125,466.9599914550781,466.7699890136719,466.94000244140625,466.94000244140625,334495
2021-11-15 14:10:00-05:00,466.94000244140625,467.06500244140625,466.8800048828125,466.8999938964844,466.8999938964844,192199
2021-11-15 14:15:00-05:00,466.8999938964844,466.92669677734375,466.69000244140625,466.7200012207031,466.7200012207031,306358
2021-11-15 14:20:00-05:00,466.7200012207031,466.8599853515625,466.5849914550781,466.8299865722656,466.8299865722656,233691
2021-11-15 14:25:00-05:00,466.82000732421875,466.84100341796875,466.5799865722656,466.7799987792969,466.7799987792969,308784
2021-11-15 14:30:00-05:00,466.7900085449219,466.9200134277344,466.6700134277344,466.9100036621094,466.9100036621094,254058
2021-11-15 14:35:00-05:00,466.9100036621094,466.989990234375,466.8800048828125,466.9710998535156,466.9710998535156,219301
2021-11-15 14:40:00-05:00,466.972412109375,467.3699951171875,466.9649963378906,467.29998779296875,467.29998779296875,403021
2021-11-15 14:45:00-05:00,467.2900085449219,467.45001220703125,467.17999267578125,467.2900085449219,467.2900085449219,413091
2021-11-15 14:50:00-05:00,467.2900085449219,467.3800048828125,467.0899963378906,467.1099853515625,467.1099853515625,707792
2021-11-15 14:55:00-05:00,467.1199951171875,467.3900146484375,467.0950012207031,467.2650146484375,467.2650146484375,657520
2021-11-15 15:00:00-05:00,467.2749938964844,467.3900146484375,467.1700134277344,467.19000244140625,467.19000244140625,406072
2021-11-15 15:05:00-05:00,467.18499755859375,467.239990234375,467.04998779296875,467.1000061035156,467.1000061035156,697146
2021-11-15 15:10:00-05:00,467.1000061035156,467.2550048828125,467.010009765625,467.14990234375,467.14990234375,357659
2021-11-15 15:15:00-05:00,467.1499938964844,467.3500061035156,467.0899963378906,467.2049865722656,467.2049865722656,328130
2021-11-15 15:20:00-05:00,467.2049865722656,467.3800048828125,467.2049865722656,467.2850036621094,467.2850036621094,304112
2021-11-15 15:25:00-05:00,467.2900085449219,467.489501953125,467.239990234375,467.4049987792969,467.4049987792969,783015
2021-11-15 15:30:00-05:00,467.3999938964844,467.42999267578125,467.0799865722656,467.1099853515625,467.1099853515625,470445
2021-11-15 15:35:00-05:00,467.1099853515625,467.20001220703125,466.9599914550781,466.989990234375,466.989990234375,857249
2021-11-15 15:40:00-05:00,466.989990234375,467.0899963378906,466.84869384765625,467.0,467.0,723456
2021-11-15 15:45:00-05:00,466.989990234375,466.989990234375,466.6400146484375,466.8006896972656,466.8006896972656,1260200
2021-11-15 15:50:00-05:00,466.80999755859375,466.8399963378906,466.5799865722656,466.760009765625,466.760009765625,1222175
2021-11-15 15:55:00-05:00,466.760009765625,467.5199890136719,466.6700134277344,467.4100036621094,467.4100036621094,2818115
2021-11-16 09:30:00-05:00,467.1499938964844,467.8299865722656,467.07000732421875,467.79998779296875,467.79998779296875,1509610
2021-11-16 09:35:00-05:00,467.80999755859375,468.6499938964844,467.80999755859375,468.3599853515625,468.3599853515625,1023143
2021-11-16 09:40:00-05:00,468.3699951171875,468.54998779296875,468.260009765625,468.5400085449219,468.5400085449219,624653
2021-11-16 09:45:00-05:00,468.55999755859375,468.8699951171875,468.489990234375,468.8699951171875,468.8699951171875,655172
2021-11-16 09:50:00-05:00,468.8699951171875,469.010009765625,468.30999755859375,468.5899963378906,468.5899963378906,950515
2021-11-16 09:55:00-05:00,468.6099853515625,468.6600036621094,468.3900146484375,468.5,468.5,398649
2021-11-16 10:00:00-05:00,468.5199890136719,468.95001220703125,468.5199890136719,468.94000244140625,468.94000244140625,456623
2021-11-16 10:05:00-05:00,468.95001220703125,468.9800109863281,468.5,468.7349853515625,468.7349853515625,454696
2021-11-16 10:10:00-05:00,468.739990234375,468.8699951171875,468.6300048828125,468.8699951171875,468.8699951171875,311146
2021-11-16 10:15:00-05:00,468.8599853515625,469.0799865722656,468.55999755859375,468.6300048828125,468.6300048828125,487253
2021-11-16 10:20:00-05:00,468.63861083984375,468.7300109863281,468.2900085449219,468.4100036621094,468.4100036621094,464276
2021-11-16 10:25:00-05:00,468.4049987792969,468.5199890136719,468.0799865722656,468.0899963378906,468.0899963378906,517625
2021-11-16 10:30:00-05:00,468.1000061035156,468.4800109863281,468.04998779296875,468.3999938964844,468.3999938964844,297651
2021-11-16 10:35:00-05:00,468.3999938964844,468.57000732421875,468.2550048828125,468.3599853515625,468.3599853515625,412582
2021-11-16 10:40:00-05:00,468.35009765625,468.5199890136719,468.1700134277344,468.32000732421875,468.32000732421875,336056
2021-11-16 10:45:00-05:00,468.32000732421875,468.3699951171875,468.07000732421875,468.25,468.25,324975
2021-11-16 10:50:00-05:00,468.239990234375,468.3999938964844,468.17999267578125,468.3500061035156,468.3500061035156,222417
