,10,12,20,26,50,100,150,200
2021-06-14 09:30:00-04:00,423.5400085449219,423.5400085449219,423.5400085449219,423.5400085449219,423.5400085449219,423.5400085449219,423.5400085449219,423.5400085449219
2021-06-14 10:30:00-04:00,423.53182428533376,423.5330834021935,423.5357215518043,423.53667421694155,423.5382433124617,423.53911718991725,423.539412340581,423.5395606501185
2021-06-14 11:30:00-04:00,423.506040714989,423.5110728246926,423.5218447038646,423.52581054520056,423.53243042367643,423.5361646643434,423.5374335632016,423.5380726302013
2021-06-14 12:30:00-04:00,423.48675947526084,423.49398375881435,423.51023986506647,423.51649079344384,423.5272368343748,423.5334682134947,423.535613170265,423.5366987124529
2021-06-14 13:30:00-04:00,423.43098369353726,423.44567743834773,423.47878775180124,423.49156500695034,423.5136194163907,423.5264686978964,423.53090296504007,423.5331493986552
2021-06-14 14:30:00-04:00,423.48516918675773,423.4892661257173,423.5026178617488,423.50915307356513,423.52206586697343,423.5304792960816,423.53352681856603,423.53509819972584
2021-06-14 15:30:00-04:00,423.8124118186398,423.7655334390084,423.67236889035456,423.64069756160546,423.591200682469,423.56522235283455,423.55672518735474,423.55251019437645
2021-06-15 09:30:00-04:00,423.9137906001939,423.8585275433436,423.73880948338626,423.6947196027597,423.62174164069324,423.58115844717815,423.5674969745049,423.56064437271294
2021-06-15 10:30:00-04:00,423.9531022879427,423.9002932878773,423.7760661880935,423.72696295683767,423.64167353254106,423.59202669342835,423.5749474103765,423.56630965142045
2021-06-15 11:30:00-04:00,424.03648598949576,423.97897318920144,423.8366039460355,423.7776851560708,423.67187114485256,423.60825809843936,423.58603039363624,423.5747216215206
2021-06-15 12:30:00-04:00,424.0498495098715,423.9991289064878,423.8626402703714,423.80229998536646,423.6890520941353,423.61819329157055,423.5929701944035,423.5800476287847
2021-06-15 13:30:00-04:00,424.15260236887207,424.09387680308583,423.9342926478956,423.8624992630708,423.72536339375256,423.6379318448934,423.6065068836747,423.59034556515877
2021-06-15 14:30:00-04:00,424.2039469488214,424.14635691931784,423.9819788298668,423.90490654422064,423.75319218453063,423.65371532437257,423.6174802700975,423.5987500626059
2021-06-15 15:30:00-04:00,424.255954818922,424.1992235831728,424.0303608683914,423.94824607682466,423.78208622570105,423.6702752235806,423.6290366934654,423.6076181240166
2021-06-16 09:30:00-04:00,424.2612364267742,424.2124205183938,424.05461256303124,423.973191083142,423.80180847810925,423.68244806394745,423.6377249976859,423.6143582786245
2021-06-16 10:30:00-04:00,424.3055579642357,424.25743349753515,424.097507069677,424.0125846979324,423.8293848077055,423.6987363177863,423.64921214848226,423.6232204338901
2021-06-16 11:30:00-04:00,424.1627494405536,424.1439992800658,424.04251697580156,423.97610517097326,423.8172564263831,423.69519918444365,423.64750220060813,423.6221944702095
2021-06-16 12:30:00-04:00,423.97133778800975,423.9849202141422,423.95370444015975,423.9119481473132,423.7895203058019,423.6836107917133,423.640382772144,423.61709786206376
2021-06-16 13:30:00-04:00,423.53018790432327,423.6095499393102,423.72430529611927,423.7366196495666,423.7015004282306,423.6412623290603,423.6126295357942,423.5964801064983
2021-06-16 14:30:00-04:00,423.42106149913377,423.50500266799804,423.6486564751347,423.67686950336025,423.6712452222522,423.6271777814706,423.6035879879795,423.5898483907698
2021-06-16 15:30:00-04:00,423.1863239325299,423.2934645472003,423.50402299015167,423.5622869388752,423.61080442462713,423.5975307933783,423.58407033095745,423.5753225847205
2021-06-17 09:30:00-04:00,422.9706286720699,423.09447000147713,423.36078270537536,423.44656198044,423.5476356236614,423.5658965202421,423.5630892669713,423.5596477331312
2021-06-17 10:30:00-04:00,422.8032394213242,422.93378043093736,423.23594509467,423.3431120406273,423.4889043361832,423.53587852564266,423.5430481878455,423.5446262411893
2021-06-17 11:30:00-04:00,422.2317420105578,422.4301224665023,422.8953792439499,423.0702891977741,423.3387513685725,423.45912852834493,423.4916171345245,423.5059732802034
2021-06-17 12:30:00-04:00,422.2350616450018,422.40241131780965,422.8339145540499,423.00952703497603,423.29605523647166,423.43518538916976,423.4751718744646,423.49347603363424
2021-06-17 13:30:00-04:00,422.2323233860384,422.37434822594713,422.7754466175407,422.9510436413262,423.25385703977486,423.41112233632884,423.4585470975936,423.4808046424608
2021-06-17 14:30:00-04:00,422.2973548318297,422.4075248585538,422.75778468614544,422.92429939662725,423.2278232867598,423.3948624155677,423.4470431140214,423.47194087823624
2021-06-17 15:30:00-04:00,422.237835993443,422.3402135296537,422.68275768943664,422.85361064285513,423.17849693122815,423.366647342402,423.42747964523574,423.45699620502694
2021-06-18 09:30:00-04:00,421.2236846604732,421.466335088493,422.10916206778643,422.3948249405777,422.9228697442039,423.23384251704965,423.3378442017506,423.3893644384308
2021-06-18 10:30:00-04:00,420.21210629713437,420.5730533305878,421.494956505341,421.8959492903208,422.63805146647474,423.08386551002116,423.23615094956995,423.3124553759798
2021-06-18 11:30:00-04:00,419.6753614732236,420.06335432059353,421.0916282444157,421.5525463625656,422.42714787036294,422.96854163389446,423.1569967617031,423.25223203657333
2021-06-18 12:30:00-04:00,419.0944053033761,419.5120848157426,420.65243532009634,421.1768097830468,422.1939304063904,422.84005769142254,423.06856107663504,423.18484766346376
2021-06-18 13:30:00-04:00,418.677238483302,419.0948391199312,420.285535555608,420.8526007467447,421.98240324507975,422.7204523468987,422.9855336159242,423.1213167194787
2021-06-18 14:30:00-04:00,418.29046563051406,418.70332353116777,419.92976910202333,420.53388867609465,421.76936734499697,422.59826492998917,422.9002945984017,423.05593036200105
