Datetime,MACD,Single Line
2022-01-18 09:30:00-05:00,0.0,0.0
2022-01-18 09:35:00-05:00,-0.41481091969353656,-0.08296218393870732
2022-01-18 09:40:00-05:00,0.44713989756201045,0.02305823236143624
2022-01-18 09:45:00-05:00,1.3291590869282572,0.2842784032748005
2022-01-18 09:50:00-05:00,2.4874633963383985,0.7249154018875201
2022-01-18 09:55:00-05:00,3.3927558739094366,1.2584834962919036
2022-01-18 10:00:00-05:00,3.951683863204835,1.7971235696744898
2022-01-18 10:05:00-05:00,5.163817790493795,2.470462413838351
2022-01-18 10:10:00-05:00,6.2293543608248,3.222240803235641
2022-01-18 10:15:00-05:00,7.862694546074863,4.150331551803485
2022-01-18 10:20:00-05:00,8.925929052690208,5.10545105198083
2022-01-18 10:25:00-05:00,9.687551069202755,6.0218710554252155
2022-01-18 10:30:00-05:00,9.715573824139938,6.76061160916816
2022-01-18 10:35:00-05:00,9.223558036119584,7.253200894558446
2022-01-18 10:40:00-05:00,9.220379785300338,7.6466366727068245
2022-01-18 10:45:00-05:00,8.938341938547637,7.904977725874987
2022-01-18 10:50:00-05:00,8.227585822579158,7.969499345215822
2022-01-18 10:55:00-05:00,7.243551329094998,7.824309741991658
2022-01-18 11:00:00-05:00,6.433077627814555,7.546063319156238
2022-01-18 11:05:00-05:00,5.5030012271174655,7.137450900748483
2022-01-18 11:10:00-05:00,5.037881180981003,6.717536956794987
2022-01-18 11:15:00-05:00,4.6950327170236505,6.31303610884072
2022-01-18 11:20:00-05:00,3.8864626675574527,5.8277214205840675
2022-01-18 11:25:00-05:00,2.978008371194619,5.257778810706178
2022-01-18 11:30:00-05:00,2.1780404999778966,4.641831148560522
2022-01-18 11:35:00-05:00,1.9587153953032157,4.105207997909061
2022-01-18 11:40:00-05:00,1.773448557986967,3.638856109924643
2022-01-18 11:45:00-05:00,1.7374432086455727,3.258573529668829
2022-01-18 11:50:00-05:00,2.0331199754803038,3.013482818831124
2022-01-18 11:55:00-05:00,2.233630843204992,2.8575124237058978
2022-01-18 12:00:00-05:00,1.8666962712718487,2.659349193219088
2022-01-18 12:05:00-05:00,1.5212469874636554,2.4317287520680018
2022-01-18 12:10:00-05:00,1.2906932515386416,2.20352165196213
2022-01-18 12:15:00-05:00,1.2684601463627132,2.016509350842247
2022-01-18 12:20:00-05:00,0.9127063425626147,1.7957487491863207
2022-01-18 12:25:00-05:00,0.5487845779357485,1.5463559149362063
2022-01-18 12:30:00-05:00,0.04023425700529515,1.245131583350024
2022-01-18 12:35:00-05:00,-0.5581205270123064,0.884481161277558
2022-01-18 12:40:00-05:00,-0.9865717308848616,0.5102705828450742
2022-01-18 12:45:00-05:00,-1.5367905843861536,0.10085834939882865
2022-01-18 12:50:00-05:00,-1.915684133265131,-0.3024501471339633
2022-01-18 12:55:00-05:00,-1.8728844903766912,-0.616537015782509
2022-01-18 13:00:00-05:00,-2.2291580995124605,-0.9390612325284993
2022-01-18 13:05:00-05:00,-2.2833003291827936,-1.207909051859358
2022-01-18 13:10:00-05:00,-2.159299298997894,-1.3981871012870652
2022-01-18 13:15:00-05:00,-2.3316606882519864,-1.5848818186800495
2022-01-18 13:20:00-05:00,-2.6957960410245505,-1.8070646631489498
2022-01-18 13:25:00-05:00,-2.866611108345296,-2.018973952188219
2022-01-18 13:30:00-05:00,-2.7989775720698162,-2.1749746761645383
2022-01-18 13:35:00-05:00,-2.51553735675202,-2.2430872122820347
2022-01-18 13:40:00-05:00,-2.136759351814362,-2.2218216401885003
2022-01-18 13:45:00-05:00,-2.120389959410204,-2.2015353040328414
2022-01-18 13:50:00-05:00,-2.073020451044613,-2.1758323334351957
2022-01-18 13:55:00-05:00,-1.5646268954576499,-2.0535912458396868
2022-01-18 14:00:00-05:00,-1.045709580484072,-1.852014912768564
2022-01-18 14:05:00-05:00,-0.6752895686367992,-1.616669843942211
2022-01-18 14:10:00-05:00,-0.45260337792797145,-1.3838565507393632
2022-01-18 14:15:00-05:00,-0.11937216704745879,-1.1309596740009824
2022-01-18 14:20:00-05:00,-0.09993034518743116,-0.9247538082382722
2022-01-18 14:25:00-05:00,-0.05754967019151991,-0.7513129806289218
2022-01-18 14:30:00-05:00,0.1597803398465203,-0.5690943165338335
2022-01-18 14:35:00-05:00,0.6688606198354137,-0.32150332925998404
2022-01-18 14:40:00-05:00,1.02071067366046,-0.053060528675895224
2022-01-18 14:45:00-05:00,1.6213512659353455,0.281821830246353
2022-01-18 14:50:00-05:00,2.01591127305619,0.6286397188083204
2022-01-18 14:55:00-05:00,2.2019809997041193,0.9433079749874802
2022-01-18 15:00:00-05:00,2.2692272627507464,1.2084918325401335
2022-01-18 15:05:00-05:00,2.254969152011654,1.4177872964344376
2022-01-18 15:10:00-05:00,2.1714370628055804,1.5685172497086661
2022-01-18 15:15:00-05:00,1.5856210279005154,1.5719380053470362
2022-01-18 15:20:00-05:00,1.286712220588015,1.5148928483952322
2022-01-18 15:25:00-05:00,0.792166521372792,1.3703475829907443
2022-01-18 15:30:00-05:00,-0.09173183536040597,1.0779316993205144
2022-01-18 15:35:00-05:00,-1.0065651343568334,0.6610323325850449
2022-01-18 15:40:00-05:00,-2.1465979819327003,0.09950626968149584
2022-01-18 15:45:00-05:00,-2.6510322560582154,-0.45060143546644643
2022-01-18 15:50:00-05:00,-3.3197064777934884,-1.0244224439318548
2022-01-18 15:55:00-05:00,-3.5704316466958517,-1.5336242844846542
2022-01-19 09:30:00-05:00,-2.328172419538305,-1.6925339114953843
